DATE,YEAR,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,AQI,City
20-08-2024,2024,28.97,30.46,27.83,1.96,57,Visakhapatnam
21-08-2024,2024,29.01,30.45,28.03,3.25,56,Visakhapatnam
22-08-2024,2024,28.16,28.83,27.62,12,82,Visakhapatnam
23-08-2024,2024,28.15,29.39,27.2,5.4,79,Visakhapatnam
24-08-2024,2024,27.91,28.57,27.37,10.46,86,Visakhapatnam
25-08-2024,2024,28.19,29.6,26.84,7.65,81,Visakhapatnam
26-08-2024,2024,28.48,30.16,27.29,6.08,76,Visakhapatnam
27-08-2024,2024,28.2,30.13,27.33,3.79,102,Visakhapatnam
28-08-2024,2024,27.58,29,26.34,25.31,106,Visakhapatnam
29-08-2024,2024,27.13,28.52,25.87,33.07,82,Visakhapatnam
30-08-2024,2024,28.05,29.89,26.66,25.27,71,Visakhapatnam
31-08-2024,2024,28.27,29.71,27.1,17.05,53,Visakhapatnam
01-09-2024,2024,28.19,29.24,27.28,8.5,62,Visakhapatnam
02-09-2024,2024,27.47,28.45,26.8,2.99,96,Visakhapatnam
03-09-2024,2024,27.98,29.43,26.97,5.32,100,Visakhapatnam
04-09-2024,2024,28.2,30.27,26.21,7.91,128,Visakhapatnam
05-09-2024,2024,28.3,29.79,27.12,13.71,127,Visakhapatnam
06-09-2024,2024,28.2,29.27,27.4,31.03,156,Visakhapatnam
07-09-2024,2024,29,30.94,26.95,23.14,139,Visakhapatnam
08-09-2024,2024,28.47,29.91,27.44,30.34,110,Visakhapatnam
09-09-2024,2024,27.68,28.76,26.84,33.03,109,Visakhapatnam
10-09-2024,2024,28.11,29.41,26.83,5.05,123,Visakhapatnam
11-09-2024,2024,28.39,30.57,26.55,1.51,118,Visakhapatnam
12-09-2024,2024,28.56,30.87,26.21,2.4,129,Visakhapatnam
13-09-2024,2024,29.03,31.39,27.11,3.06,132,Visakhapatnam
14-09-2024,2024,29.12,31.9,27.23,1.7,132,Visakhapatnam
15-09-2024,2024,28.74,31.21,26.72,0.26,125,Visakhapatnam
16-09-2024,2024,28.71,31.68,26.41,0.56,127,Visakhapatnam
17-09-2024,2024,28.75,30.9,27.16,1.03,127,Visakhapatnam
18-09-2024,2024,28.87,30.98,26.6,0.32,152,Visakhapatnam
19-09-2024,2024,28.49,30.93,26.48,4.12,162,Visakhapatnam
20-09-2024,2024,28.21,30.19,26.37,13.94,132,Visakhapatnam
21-09-2024,2024,28.86,30.81,26.99,7.24,145,Visakhapatnam
22-09-2024,2024,28.83,30.41,27.46,1.42,128,Visakhapatnam
23-09-2024,2024,28.9,30.99,27.52,9.08,113,Visakhapatnam
24-09-2024,2024,28.28,29.48,27.3,5.49,113,Visakhapatnam
25-09-2024,2024,28.36,29.51,27.45,10.81,113,Visakhapatnam
26-09-2024,2024,28.35,29.34,27.77,18.95,127,Visakhapatnam
27-09-2024,2024,27.92,28.75,27.38,14.56,119,Visakhapatnam
28-09-2024,2024,28.26,29.74,27.12,1.84,105,Visakhapatnam
29-09-2024,2024,28.42,29.91,27.27,1.16,94,Visakhapatnam
30-09-2024,2024,28.65,30.42,27.27,0.75,94,Visakhapatnam
01-10-2024,2024,29.26,31.12,27.51,1.04,97,Visakhapatnam
02-10-2024,2024,28.88,30.48,27.62,1.55,112,Visakhapatnam
03-10-2024,2024,29.22,31.16,27.88,0.97,137,Visakhapatnam
04-10-2024,2024,29.74,32.09,27.78,1.46,143,Visakhapatnam
05-10-2024,2024,29.57,31.58,27.98,1.67,157,Visakhapatnam
06-10-2024,2024,28.63,30.29,27.24,3.26,164,Visakhapatnam
07-10-2024,2024,27.75,29.1,26.5,1.62,149,Visakhapatnam
08-10-2024,2024,28.3,29.88,27.2,1.85,103,Visakhapatnam
09-10-2024,2024,28.3,29.89,27.23,1.57,68,Visakhapatnam
10-10-2024,2024,28,29.15,27.13,3.23,72,Visakhapatnam
11-10-2024,2024,28.26,29.89,26.92,5.44,64,Visakhapatnam
12-10-2024,2024,28.44,29.94,27.36,1.12,77,Visakhapatnam
13-10-2024,2024,28.48,30.23,26.91,1.78,64,Visakhapatnam
14-10-2024,2024,28.61,30,27.57,10.89,73,Visakhapatnam
15-10-2024,2024,28.58,29.82,27.55,13.73,74,Visakhapatnam
16-10-2024,2024,28.86,30.19,27.83,8.06,59,Visakhapatnam
17-10-2024,2024,28.6,29.53,27.9,14.04,58,Visakhapatnam
18-10-2024,2024,28.51,29.54,27.67,4.36,48,Visakhapatnam
19-10-2024,2024,28.46,29.74,27.46,4.08,52,Visakhapatnam
20-10-2024,2024,28.53,30.12,27.28,6.97,75,Visakhapatnam
21-10-2024,2024,28.22,29.78,26.67,0.68,103,Visakhapatnam
22-10-2024,2024,28.09,29.93,26.36,0.03,170,Visakhapatnam
23-10-2024,2024,27.72,31.12,25.1,0,159,Visakhapatnam
24-10-2024,2024,27.68,30.8,25.02,0,148,Visakhapatnam
25-10-2024,2024,28.06,30.81,25.5,3.71,119,Visakhapatnam
26-10-2024,2024,28.02,29.4,26.81,13.63,160,Visakhapatnam
27-10-2024,2024,28.59,30.46,26.8,0.74,129,Visakhapatnam
28-10-2024,2024,27.9,29.3,26.94,0.75,110,Visakhapatnam
29-10-2024,2024,27.77,29.78,25.86,0.28,135,Visakhapatnam
30-10-2024,2024,27.75,29.22,26.72,6.49,124,Visakhapatnam
31-10-2024,2024,27.71,29.41,26.59,0.74,119,Visakhapatnam
01-11-2024,2024,27.1,29.16,24.83,0.01,154,Visakhapatnam
02-11-2024,2024,27.56,29.36,25.9,0.04,143,Visakhapatnam
03-11-2024,2024,27.08,28.58,25.88,0.1,126,Visakhapatnam
04-11-2024,2024,26.86,28.91,24.97,0,132,Visakhapatnam
05-11-2024,2024,26.49,28.59,24.21,0.2,145,Visakhapatnam
06-11-2024,2024,26.89,28.65,25.29,0.15,149,Visakhapatnam
07-11-2024,2024,26.99,28.84,25.36,0.31,126,Visakhapatnam
08-11-2024,2024,26.74,28.71,25.04,0.15,101,Visakhapatnam
09-11-2024,2024,26.57,28.65,24.7,0,124,Visakhapatnam
10-11-2024,2024,26.24,28.21,24.41,0,146,Visakhapatnam
11-11-2024,2024,25.95,27.77,24.18,2.11,132,Visakhapatnam
12-11-2024,2024,26.29,28.1,24.42,2.43,109,Visakhapatnam
13-11-2024,2024,26.94,28.49,25.73,1.33,129,Visakhapatnam
14-11-2024,2024,26.49,28.13,24.72,2.61,133,Visakhapatnam
15-11-2024,2024,26.35,28.05,25.01,0.15,173,Visakhapatnam
16-11-2024,2024,25.4,27.2,23.87,0,168,Visakhapatnam
17-11-2024,2024,24.45,26.46,22.74,0,161,Visakhapatnam
18-11-2024,2024,23.81,26.13,21.53,0,155,Visakhapatnam
19-11-2024,2024,23.76,26.13,21.31,0,156,Visakhapatnam
20-11-2024,2024,23.69,26.02,21.36,0,156,Visakhapatnam
21-11-2024,2024,23.58,26.11,21.07,0,149,Visakhapatnam
22-11-2024,2024,23.79,26.45,21.08,0,140,Visakhapatnam
23-11-2024,2024,24.26,26.75,21.63,0.04,113,Visakhapatnam
24-11-2024,2024,24.28,26.45,22.48,0.02,156,Visakhapatnam
25-11-2024,2024,24,26.09,21.92,0.07,151,Visakhapatnam
26-11-2024,2024,24.17,26.21,22.37,1.2,151,Visakhapatnam
27-11-2024,2024,23.56,25.24,21.95,0,158,Visakhapatnam
28-11-2024,2024,24.23,26.14,22.2,4.03,146,Visakhapatnam
29-11-2024,2024,25.03,26.04,23.53,6.54,131,Visakhapatnam
30-11-2024,2024,26.22,27.4,25.61,9.69,102,Visakhapatnam
01-12-2024,2024,26.07,27.1,25.26,10.91,97,Visakhapatnam
02-12-2024,2024,25.52,27.28,24.12,3.73,87,Visakhapatnam
03-12-2024,2024,26.21,27.79,25.14,1.33,119,Visakhapatnam
04-12-2024,2024,25.59,27.13,24.31,0.23,142,Visakhapatnam
05-12-2024,2024,25.74,27.53,24.37,0.1,143,Visakhapatnam
06-12-2024,2024,25.73,27.82,23.72,0,129,Visakhapatnam
07-12-2024,2024,25.7,27.78,23.46,0.52,125,Visakhapatnam
08-12-2024,2024,25.43,26.79,24.65,0.15,120,Visakhapatnam
09-12-2024,2024,25.72,27.7,24.19,0.38,132,Visakhapatnam
10-12-2024,2024,25.66,27.65,23.98,2.32,132,Visakhapatnam
11-12-2024,2024,24.34,26.22,22.49,1.07,146,Visakhapatnam
12-12-2024,2024,23.77,25.79,22.19,0,156,Visakhapatnam
13-12-2024,2024,22.97,25.11,21.56,0,147,Visakhapatnam
14-12-2024,2024,22.34,25.14,19.98,0,116,Visakhapatnam
15-12-2024,2024,22.03,25.25,19.38,0,154,Visakhapatnam
16-12-2024,2024,21.91,25.34,19.01,0,146,Visakhapatnam
17-12-2024,2024,22.96,25.49,20.06,1.35,153,Visakhapatnam
18-12-2024,2024,23.52,24.93,22.39,5.61,150,Visakhapatnam
19-12-2024,2024,24.42,26.01,22.82,5.03,106,Visakhapatnam
20-12-2024,2024,24.79,25.68,24.03,20.54,109,Visakhapatnam
21-12-2024,2024,24.78,26.33,23.01,6.96,88,Visakhapatnam
22-12-2024,2024,23.47,25.98,21.23,7.84,81,Visakhapatnam
23-12-2024,2024,23.6,25.3,22.18,3.69,88,Visakhapatnam
24-12-2024,2024,22.94,23.93,21.75,4.1,102,Visakhapatnam
25-12-2024,2024,24.28,26.32,22.54,4.93,90,Visakhapatnam
26-12-2024,2024,24.28,25.91,23.02,0.43,90,Visakhapatnam
27-12-2024,2024,23.85,26.24,21.78,0,94,Visakhapatnam
28-12-2024,2024,23.82,26.63,21.47,0,122,Visakhapatnam
29-12-2024,2024,23.73,26.9,20.8,0,147,Visakhapatnam
30-12-2024,2024,24.07,26.79,21.51,0,141,Visakhapatnam
31-12-2024,2024,23.76,26.14,21.56,0.26,144,Visakhapatnam
01-01-2025,2025,23.17,25.96,20.64,0,129,Visakhapatnam
02-01-2025,2025,22.18,25.07,19.67,0,152,Visakhapatnam
03-01-2025,2025,21.84,24.9,19.07,0,157,Visakhapatnam
04-01-2025,2025,22.08,25.22,18.93,0,159,Visakhapatnam
05-01-2025,2025,22.61,25.46,19.54,0,168,Visakhapatnam
06-01-2025,2025,23.35,26.21,20.51,0,165,Visakhapatnam
07-01-2025,2025,23.66,26.67,21.22,0,153,Visakhapatnam
08-01-2025,2025,23.4,26.18,20.55,0,152,Visakhapatnam
09-01-2025,2025,22.75,25.61,20.14,0.01,154,Visakhapatnam
10-01-2025,2025,22.39,25.63,19.64,0.03,148,Visakhapatnam
11-01-2025,2025,22.41,25.81,19.24,0.05,126,Visakhapatnam
12-01-2025,2025,22.91,26.16,20.04,0.01,149,Visakhapatnam
13-01-2025,2025,23.42,26.36,20.64,0,153,Visakhapatnam
14-01-2025,2025,23.75,26.81,20.87,0.01,130,Visakhapatnam
15-01-2025,2025,23.62,26.24,21.38,0.3,154,Visakhapatnam
16-01-2025,2025,23.27,25.96,20.85,0.01,159,Visakhapatnam
17-01-2025,2025,22.98,26.03,20.51,0,143,Visakhapatnam
18-01-2025,2025,22.59,25.95,19.55,0.01,143,Visakhapatnam
19-01-2025,2025,23.11,26.76,19.73,0,154,Visakhapatnam
20-01-2025,2025,23.57,27.7,19.92,0,164,Visakhapatnam
21-01-2025,2025,23.7,27.63,20.31,0,164,Visakhapatnam
22-01-2025,2025,23.74,27.55,19.79,0,153,Visakhapatnam
23-01-2025,2025,24.09,27.6,21.13,0.01,153,Visakhapatnam
24-01-2025,2025,24.06,27.76,20.67,0,150,Visakhapatnam
25-01-2025,2025,24.34,28.5,20.77,0,150,Visakhapatnam
26-01-2025,2025,24.29,27.58,21.2,0,137,Visakhapatnam
27-01-2025,2025,24.15,27.65,21.16,0.09,153,Visakhapatnam
28-01-2025,2025,24.22,27.65,21.63,0.01,153,Visakhapatnam
29-01-2025,2025,24.34,27.45,22.42,0.08,135,Visakhapatnam
30-01-2025,2025,24.28,27.38,22.36,0.08,135,Visakhapatnam
31-01-2025,2025,24.98,28.81,22.1,0,123,Visakhapatnam
01-02-2025,2025,25.42,29.12,22.64,0,135,Visakhapatnam
02-02-2025,2025,25.46,29.65,22.4,0,140,Visakhapatnam
03-02-2025,2025,26.2,30.52,22.85,0,137,Visakhapatnam
04-02-2025,2025,26.45,30.54,23.49,0,133,Visakhapatnam
05-02-2025,2025,26.69,30.4,24.26,0,139,Visakhapatnam
06-02-2025,2025,26.81,31.02,23.69,0,133,Visakhapatnam
07-02-2025,2025,26.7,30.5,23.86,0,128,Visakhapatnam
08-02-2025,2025,26.15,29.9,22.94,0,134,Visakhapatnam
09-02-2025,2025,25.58,29.06,22.89,0.01,152,Visakhapatnam
10-02-2025,2025,25.64,29.55,23.33,0,170,Visakhapatnam
11-02-2025,2025,25.94,30.5,22.62,0,152,Visakhapatnam
12-02-2025,2025,26.51,31,22.73,0,136,Visakhapatnam
13-02-2025,2025,27.06,31.74,23.77,0,123,Visakhapatnam
14-02-2025,2025,26.36,30.72,23,0,119,Visakhapatnam
15-02-2025,2025,26.08,30.2,22.85,0,103,Visakhapatnam
16-02-2025,2025,26.18,30.96,22.75,0.01,125,Visakhapatnam
17-02-2025,2025,26.28,30.07,23.41,0.02,122,Visakhapatnam
18-02-2025,2025,26.63,30.82,23.36,0,114,Visakhapatnam
19-02-2025,2025,26.69,30.65,23.55,0.02,135,Visakhapatnam
20-02-2025,2025,26.65,30.19,24.1,0,116,Visakhapatnam
21-02-2025,2025,26.71,30.49,23.92,0.01,120,Visakhapatnam
22-02-2025,2025,27.25,30.79,24.36,0.03,100,Visakhapatnam
23-02-2025,2025,27.55,31.61,24.42,0.13,105,Visakhapatnam
24-02-2025,2025,26.92,30.28,23.99,0.02,105,Visakhapatnam
25-02-2025,2025,26.94,30.35,23.94,0.01,102,Visakhapatnam
26-02-2025,2025,26.98,30.41,24.13,0,102,Visakhapatnam
27-02-2025,2025,26.91,30.43,24.23,0,120,Visakhapatnam
28-02-2025,2025,26.94,30.39,24.52,0,128,Visakhapatnam
01-03-2025,2025,26.98,30.82,24.35,0,133,Visakhapatnam
02-03-2025,2025,27.66,32.28,23.83,0,106,Visakhapatnam
03-03-2025,2025,28.68,33.58,25.15,0,104,Visakhapatnam
04-03-2025,2025,28.9,33.56,26.08,0.02,132,Visakhapatnam
05-03-2025,2025,28.83,33.87,24.94,0.04,99,Visakhapatnam
06-03-2025,2025,28.06,32.88,24.13,0,118,Visakhapatnam
07-03-2025,2025,26.89,31.29,23.55,0,124,Visakhapatnam
08-03-2025,2025,27.04,31.7,23.56,0,119,Visakhapatnam
09-03-2025,2025,27.13,30.62,24.9,0.01,101,Visakhapatnam
10-03-2025,2025,27.07,30.92,24.08,0,117,Visakhapatnam
11-03-2025,2025,26.95,31.51,23.15,0,102,Visakhapatnam
12-03-2025,2025,28,33.44,23.47,0,115,Visakhapatnam
13-03-2025,2025,29.18,34.7,24.72,0.05,123,Visakhapatnam
14-03-2025,2025,29.22,33.96,25.84,0.11,111,Visakhapatnam
15-03-2025,2025,29.05,33.54,25.69,0,131,Visakhapatnam
16-03-2025,2025,29.02,33.42,25.61,0,131,Visakhapatnam
17-03-2025,2025,28.88,33.44,25.27,0.04,102,Visakhapatnam
18-03-2025,2025,28.71,33.15,24.95,0.17,102,Visakhapatnam
19-03-2025,2025,28.23,31.91,25.49,0.28,99,Visakhapatnam
20-03-2025,2025,27.87,31.92,24.47,0.43,98,Visakhapatnam
21-03-2025,2025,28.29,32,24.92,0.03,99,Visakhapatnam
22-03-2025,2025,27.95,31.48,25.17,1.41,80,Visakhapatnam
23-03-2025,2025,27.99,31.57,25.41,1.36,83,Visakhapatnam
24-03-2025,2025,28.27,31.76,26.16,2.59,86,Visakhapatnam
25-03-2025,2025,28.56,32.44,25.86,0.21,83,Visakhapatnam
26-03-2025,2025,29.07,33.48,25.63,0.14,88,Visakhapatnam
27-03-2025,2025,30.19,35.65,26.19,0.25,99,Visakhapatnam
28-03-2025,2025,30.54,35.76,26.79,0.02,103,Visakhapatnam
29-03-2025,2025,30.37,35.06,26.98,0.01,110,Visakhapatnam
30-03-2025,2025,29.75,33.69,27.18,0.16,100,Visakhapatnam
31-03-2025,2025,29.04,32.51,26.61,0.02,103,Visakhapatnam
01-04-2025,2025,28.53,31.71,26.5,0.01,99,Visakhapatnam
02-04-2025,2025,28.67,32.42,25.48,0.1,90,Visakhapatnam
03-04-2025,2025,28.69,31.53,26.61,1.37,76,Visakhapatnam
04-04-2025,2025,29.64,33.65,26.51,0.88,93,Visakhapatnam
05-04-2025,2025,30,33.46,27.51,1.54,100,Visakhapatnam
06-04-2025,2025,30.03,34.44,26.91,1.04,80,Visakhapatnam
07-04-2025,2025,29.81,34.07,26.76,0.38,79,Visakhapatnam
08-04-2025,2025,29.13,32.09,26.82,1.43,71,Visakhapatnam
09-04-2025,2025,29.17,31.93,26.95,0.79,60,Visakhapatnam
10-04-2025,2025,28.97,32.35,26.62,1.15,76,Visakhapatnam
11-04-2025,2025,29.32,32.02,27.07,2.53,83,Visakhapatnam
12-04-2025,2025,30.53,34.75,27.32,1.1,98,Visakhapatnam
13-04-2025,2025,30.06,32.86,28.12,0.78,97,Visakhapatnam
14-04-2025,2025,29.97,33.38,27.5,1.03,84,Visakhapatnam
15-04-2025,2025,29.6,32.53,27.58,1.44,81,Visakhapatnam
16-04-2025,2025,29.32,32.56,27.01,4.12,81,Visakhapatnam
17-04-2025,2025,30,33.39,27.18,0.65,83,Visakhapatnam
18-04-2025,2025,30.35,33.58,27.74,0.37,94,Visakhapatnam
19-04-2025,2025,30.84,34.57,27.9,0.5,94,Visakhapatnam
20-04-2025,2025,31.1,33.95,28.98,0.82,102,Visakhapatnam
21-04-2025,2025,31.18,34.77,28.81,0.17,104,Visakhapatnam
22-04-2025,2025,30.89,34.13,28.44,0.02,106,Visakhapatnam
23-04-2025,2025,31.35,35.21,28.44,0.01,102,Visakhapatnam
24-04-2025,2025,31.04,34.53,28.8,0.03,95,Visakhapatnam
25-04-2025,2025,30.72,33.91,28.8,0.05,87,Visakhapatnam
26-04-2025,2025,30.5,34.12,27.89,0.7,80,Visakhapatnam
27-04-2025,2025,29.99,33,27.6,1.53,71,Visakhapatnam
28-04-2025,2025,29.85,32.71,27.73,5.5,68,Visakhapatnam
29-04-2025,2025,29.75,33.19,27.14,6.01,66,Visakhapatnam
30-04-2025,2025,28.96,31.39,27.33,11.27,76,Visakhapatnam
01-05-2025,2025,29.35,32.21,27.2,3.2,80,Visakhapatnam
02-05-2025,2025,29.43,31.99,27.38,3.84,73,Visakhapatnam
03-05-2025,2025,30.07,33.04,27.73,7.74,81,Visakhapatnam
04-05-2025,2025,29.16,31.12,27.46,12.28,88,Visakhapatnam
05-05-2025,2025,29.54,32.57,26.86,3.17,98,Visakhapatnam
06-05-2025,2025,30.23,33.45,27.58,1.8,93,Visakhapatnam
07-05-2025,2025,30.53,32.92,28.29,0.64,83,Visakhapatnam
08-05-2025,2025,30.3,32.86,28.16,0.81,87,Visakhapatnam
09-05-2025,2025,30.33,33.5,27.45,0.39,81,Visakhapatnam
10-05-2025,2025,30.22,33.79,27.63,0.17,91,Visakhapatnam
11-05-2025,2025,30.71,35.14,27.55,0.32,102,Visakhapatnam
12-05-2025,2025,31.16,34.74,28.57,1.34,105,Visakhapatnam
13-05-2025,2025,31.1,34.2,29.13,1.16,108,Visakhapatnam
14-05-2025,2025,30.76,32.93,29.12,3.21,106,Visakhapatnam
15-05-2025,2025,30.69,32.8,29.2,2.87,104,Visakhapatnam
16-05-2025,2025,30.68,33.38,28.72,1.2,104,Visakhapatnam
17-05-2025,2025,30.05,31.84,28.74,3.53,91,Visakhapatnam
18-05-2025,2025,29.85,31.51,28.74,3.33,82,Visakhapatnam
19-05-2025,2025,30.01,31.48,28.61,11.04,68,Visakhapatnam
20-05-2025,2025,29.63,30.94,28.5,15.34,74,Visakhapatnam
21-05-2025,2025,29.48,30.51,28.78,28.81,74,Visakhapatnam
22-05-2025,2025,29.73,31.96,27.89,10.23,79,Visakhapatnam
23-05-2025,2025,30.13,32.88,28.38,2.21,84,Visakhapatnam
24-05-2025,2025,29.65,31.21,28.66,5.81,79,Visakhapatnam
25-05-2025,2025,29.72,31.1,28.49,2.44,64,Visakhapatnam
26-05-2025,2025,28.84,29.97,27.92,7.64,66,Visakhapatnam
27-05-2025,2025,29.1,31.68,27.26,17.47,84,Visakhapatnam
28-05-2025,2025,29.26,30.71,28.01,31.79,85,Visakhapatnam
29-05-2025,2025,29.8,31.32,28.2,7.61,98,Visakhapatnam
30-05-2025,2025,29.88,31.53,28.49,10.25,87,Visakhapatnam
31-05-2025,2025,30.39,32.64,28.23,2.67,100,Visakhapatnam
01-06-2025,2025,31.18,34.46,28.4,0.11,107,Visakhapatnam
02-06-2025,2025,30.95,33.77,28.76,0.03,104,Visakhapatnam
03-06-2025,2025,31.11,33.8,28.99,0.35,98,Visakhapatnam
04-06-2025,2025,31,33.46,28.86,0.91,98,Visakhapatnam
05-06-2025,2025,31.08,33.56,29.29,1.56,91,Visakhapatnam
06-06-2025,2025,30.84,32.98,28.93,5.52,99,Visakhapatnam
07-06-2025,2025,30.33,32,28.99,2.45,109,Visakhapatnam
08-06-2025,2025,31,33.67,28.83,0.59,120,Visakhapatnam
09-06-2025,2025,31.13,33.45,29.12,1.9,112,Visakhapatnam
10-06-2025,2025,30.36,32.34,28.59,2.62,104,Visakhapatnam
11-06-2025,2025,28.77,30.49,27.39,4.6,93,Visakhapatnam
12-06-2025,2025,29.11,31.02,27.71,1.57,95,Visakhapatnam
13-06-2025,2025,28.92,30.25,28.09,6.52,95,Visakhapatnam
14-06-2025,2025,28.89,30.13,28.04,11.15,86,Visakhapatnam
15-06-2025,2025,28.67,29.65,27.87,6.5,83,Visakhapatnam
16-06-2025,2025,29.36,31.47,27.81,2.06,81,Visakhapatnam
17-06-2025,2025,29.46,31.63,27.66,2.03,81,Visakhapatnam
18-06-2025,2025,30.33,33.11,28.63,0.46,84,Visakhapatnam
19-06-2025,2025,30.01,32.43,28.41,2.18,85,Visakhapatnam
20-06-2025,2025,30.17,32.21,28.3,1.52,82,Visakhapatnam
21-06-2025,2025,30.35,32.99,28.34,1.46,77,Visakhapatnam
22-06-2025,2025,29.44,31.57,28.12,19.19,79,Visakhapatnam
23-06-2025,2025,28.81,30.6,27.74,9.16,79,Visakhapatnam
24-06-2025,2025,28.84,31.6,26.56,7.88,79,Visakhapatnam
25-06-2025,2025,28.36,29.91,27.3,22.51,81,Visakhapatnam
26-06-2025,2025,28.44,30.32,27.28,15.82,82,Visakhapatnam
27-06-2025,2025,29.22,31.29,27.53,2.74,82,Visakhapatnam
28-06-2025,2025,29.01,30.84,27.73,9.35,81,Visakhapatnam
29-06-2025,2025,29.15,31.4,27.59,6.3,79,Visakhapatnam
30-06-2025,2025,28.4,30.52,26.72,18.56,75,Visakhapatnam
01-07-2025,2025,25.84,26.38,25.27,49.1,76,Visakhapatnam
02-07-2025,2025,25.89,26.42,25.23,24.7,73,Visakhapatnam
03-07-2025,2025,26.57,27.89,25.64,27.45,75,Visakhapatnam
04-07-2025,2025,27.95,30.06,26.38,3.65,75,Visakhapatnam
05-07-2025,2025,28.21,29.91,26.69,5.7,80,Visakhapatnam
06-07-2025,2025,27.53,28.61,26.76,5.38,74,Visakhapatnam
07-07-2025,2025,27.19,28.83,25.82,3.16,74,Visakhapatnam
08-07-2025,2025,28.41,30.99,26.13,0.87,77,Visakhapatnam
09-07-2025,2025,28.59,30.92,26.36,3.71,77,Visakhapatnam
10-07-2025,2025,28.55,30.91,26.27,4.6,75,Visakhapatnam
11-07-2025,2025,28.9,31.46,26.67,4.74,78,Visakhapatnam
12-07-2025,2025,28.98,31.72,26.67,5.55,84,Visakhapatnam
13-07-2025,2025,29.01,30.85,27.23,7.84,83,Visakhapatnam
14-07-2025,2025,29.36,31.77,27.26,4.46,84,Visakhapatnam
15-07-2025,2025,29.1,31.38,27.11,4.54,83,Visakhapatnam
16-07-2025,2025,29.05,31.34,27.37,3.51,83,Visakhapatnam
17-07-2025,2025,28.62,30.85,26.91,2.64,75,Visakhapatnam
18-07-2025,2025,28.74,31.05,27.07,1.88,71,Visakhapatnam
19-07-2025,2025,28.97,31.63,26.78,6.69,71,Visakhapatnam
20-07-2025,2025,28.79,30.77,27.36,8.32,77,Visakhapatnam
21-07-2025,2025,28.29,29.98,27.06,11.93,81,Visakhapatnam
22-07-2025,2025,28.62,31.02,26.59,9,81,Visakhapatnam
23-07-2025,2025,28.41,30.9,26.74,31.12,77,Visakhapatnam
24-07-2025,2025,26.72,27.43,26.15,13.03,77,Visakhapatnam
25-07-2025,2025,26.96,28.76,26.06,8.34,77,Visakhapatnam
26-07-2025,2025,27.07,28.97,25.93,4.25,72,Visakhapatnam
27-07-2025,2025,28.11,30.86,25.93,2.51,62,Visakhapatnam
28-07-2025,2025,28.79,31.22,26.72,0.92,64,Visakhapatnam
29-07-2025,2025,28.89,31.15,26.97,2.22,69,Visakhapatnam
30-07-2025,2025,28.82,31.13,26.69,3.84,73,Visakhapatnam
31-07-2025,2025,28.73,31.21,26.5,3.87,78,Visakhapatnam
01-08-2025,2025,29.18,32.03,27,2.55,74,Visakhapatnam
02-08-2025,2025,28.88,30.92,27.35,3.35,83,Visakhapatnam
03-08-2025,2025,28.7,31.12,26.89,3.18,85,Visakhapatnam
04-08-2025,2025,28.56,30.97,27,2.78,84,Visakhapatnam
05-08-2025,2025,28.57,30.57,27.23,1.52,82,Visakhapatnam
06-08-2025,2025,28.81,31.52,26.79,1.72,81,Visakhapatnam
07-08-2025,2025,28.93,31.33,27.19,1.19,86,Visakhapatnam
08-08-2025,2025,28.59,30.09,27.65,2.97,86,Visakhapatnam
09-08-2025,2025,28.77,30.84,27.48,5.23,77,Visakhapatnam
10-08-2025,2025,28.51,30.71,26.98,6.01,82,Visakhapatnam
11-08-2025,2025,28.31,30.94,26.22,6.55,77,Visakhapatnam
12-08-2025,2025,29,31.98,27.07,8.68,77,Visakhapatnam
13-08-2025,2025,28.53,30.92,27.18,14.61,76,Visakhapatnam
14-08-2025,2025,27.42,28.98,26.48,14.59,72,Visakhapatnam
15-08-2025,2025,27.92,30,26.22,4.23,67,Visakhapatnam
16-08-2025,2025,28.1,29.93,26.67,10.14,65,Visakhapatnam
17-08-2025,2025,27.32,28.16,26.72,50.72,62,Visakhapatnam
18-08-2025,2025,26.77,27.86,26.17,74.23,59,Visakhapatnam
19-08-2025,2025,28,31,25,120,59,Visakhapatnam
20-08-2025,2025,29,31,27,50,61,Visakhapatnam
21-08-2025,2025,29.5,31,28,20,67,Visakhapatnam
01-08-2024,2024,26.4,31.21,23.56,1.53,64,Anantapur
02-08-2024,2024,26.71,31.56,23.04,0.96,67,Anantapur
03-08-2024,2024,26.7,32.58,22.05,0.57,56,Anantapur
04-08-2024,2024,26.1,31.16,22.18,0.49,59,Anantapur
05-08-2024,2024,27.76,34.95,21.64,1.27,65,Anantapur
06-08-2024,2024,26.44,31.12,23.13,5.26,70,Anantapur
07-08-2024,2024,26.05,29.8,22.7,3.61,70,Anantapur
08-08-2024,2024,26.3,30.81,22.64,6.73,68,Anantapur
09-08-2024,2024,27.92,34.34,22.26,1.09,77,Anantapur
10-08-2024,2024,27.34,32.19,23.43,0.62,75,Anantapur
11-08-2024,2024,26.36,29.64,24.15,5.95,82,Anantapur
12-08-2024,2024,27.74,32.39,23.72,5.02,72,Anantapur
13-08-2024,2024,27.61,32.37,24.09,9.88,80,Anantapur
14-08-2024,2024,28.42,33.61,23.36,4.9,90,Anantapur
15-08-2024,2024,29.21,34.8,24.17,2.64,84,Anantapur
16-08-2024,2024,27.56,31.47,24.73,11.19,80,Anantapur
17-08-2024,2024,27.07,31.62,23.81,40.7,61,Anantapur
